"site","Bog_marsh","Brownfield","Built.up","Decidious_forest","Grassland","Grassland_agri","Heathland","Orchard","Park","Pine_forest","Plantation","Shrub","Valley_forest","Arable"
720,0.00782485187441387,0.0117567120750128,0.121509463627704,0.0418580516456115,0.033945341903608,0.263727324146895,0,0.00965486679423913,0.000573828144791572,0,0.0191718571975545,0.00983336625656012,0.000914810357710008,0.4792295259759
721,0.0178859863333626,0.00657522913441166,0.0512950837679147,0.0126544975388658,0.021543620224838,0.307952843475225,6.63265281957474e-05,0.0374450963528101,0.000697017201180966,0,0.0610268073027116,0.0175772488608857,0.000643634966121768,0.464636608313477
722,0.00343196715340524,0.00723209340855795,0.130058089650575,0.0814437600818511,0.0513578022196368,0.254717976677748,0.00303003829095391,0.034990667746211,0,0,0.0316920572297556,0.00155498246564243,0.0248967559546877,0.375593809120975
723,0,0.0100880883418474,0.236482397750269,0.00191940374903916,0.00789247665655197,0.234221166903399,0,0.0561520396511841,0,0,0.00836405266501324,0.0153640887375933,0,0.429516285545103
724,0.00862271450928856,0.00272360844062915,0.795597048131884,0.00777822631298939,0.0100115118186995,0.0495949450700758,0,0.0292876357771386,0.0313715494051257,0,0.00035109067698061,0.00540832289415991,0.000628718698308177,0.0586246282647207
725,0.0130037612291561,0.056969578438811,0.435598130781129,0.0218025352222735,0.00822266739204281,0.223175026086147,0,0.0170894353149642,0,0,0.0129566891746377,0.000703156472642292,0,0.210479019888197
726,0.0284917979650954,0.0412166291690796,0.065122971496859,0.234866777051184,0.0518907270379975,0.241181764669582,0,0.0410692316665295,0,0.00812781422782725,0.063793601186121,0.019598874662397,0.0208608702734936,0.183778940593834
727,0.0130430180187538,0.016396313232861,0.167639866194833,0.287450681386904,0.0299789234882575,0.263028284313959,0,0.026397017287737,0.000771394015188842,0,0.0391069543011426,0.00916606838135582,0.0269308188064927,0.120090660572514
728,0.0157203980901412,0.00271990593440586,0.304687617890235,0.133164242216743,0.0450099528266887,0.216815473538117,0.0036035185434264,0.0163528152557286,0.00622624956379882,0.000646155408266208,0.0402205095908384,0.0148799147651758,0.0218526534685718,0.178100592907864
729,0.00371472619268225,0.0077742902969273,0.402053834594045,0.00922142683666987,0.0384561318531404,0.189295986436891,9.80954845259807e-06,0.0893834137134688,0,0,0.0749574012259054,0.0209165051439067,0.00852100551665472,0.155695468641256
730,1.52739431151698e-05,0.00149203362726885,0.000148574297873949,0.0370548121270837,0.106656752429564,0.113914204967899,0,0.169835659567236,0,0,0.0898998344762251,0.0436351162308111,0,0.437347738332923
731,9.69487574970868e-05,0.00969196841338457,0.0521204328067541,0.00441360248250603,0.12491051119433,0.297331737685624,0,0.0976215603435973,0,0,0.0435218563692842,0.027740584796615,0,0.342550797150407
732,0,0.0113739003625784,0.300440256902506,0.00305346750237157,0.0174276986436683,0.129747305195731,0,0.0694116449874885,0,0,0.0277877018919666,0.00340731592660828,0,0.437350708587081
733,0,0.0486082733536077,0.104442546706374,0.0147978952268712,0.156382802081763,0.13132628960083,0,0.00878847483483858,0,0,0.0341118077088518,0.0726109238788714,0,0.428930986607992
734,0,0.0090100234640748,0.499239669300574,0.00699264894948401,0.000210462941481507,0.000210462941481507,0,0,0,0,0,0,0,0.484336732402904
735,0,0,0.945085328770559,0,0,0,0,0,0,0,0,0,0,0.0549146712294412
736,0,0,0.291178940160228,0,0,0.303425717282016,0,0.1442998906086,0.0222154343697123,0,0.00590496998827421,0,0,0.23297504759117
737,0,0,0.341441911740734,0,0,0.181382971140131,0,0.230372919460934,0,0,0.00149132398640576,0.0020670215020917,0,0.243243852169704
738,0,0,0.167199892849856,0,0,0.151780469945502,0,0.426461350177072,0,0,0,0,0,0.25455828702757
739,0.00192539660674742,0.000290991832735252,0.166579987339649,0.00102620602945587,0.00145373720655098,0.0635155161079864,0,0.499447257994107,0,0,0.00850315039441469,0.00174589864613447,0,0.255511857842219
740,0,0.000384127298609459,0.194057670522056,0,0,0.062448173047155,0,0.465353471294062,0,0,0,0,0,0.277756557838118
741,0.00471481974881384,0.00135060941300609,0.0962868938997733,0.00524107947001222,0,0.129452177817308,0,0.542177744912106,0,0,0.0493006072176549,0.000599136336226021,0,0.170876931185099
742,0,0,0.163420081878516,0.000237865685845492,0,0.349079232871102,0,0.289743933858233,0,0,0,0.00103097614923445,0,0.196487909557069
743,0,0,0.212588747188887,0.00153490682145866,0,0.0712923394504824,0,0.367209042365682,0.038938295361869,0,0,0.000675559664219914,0,0.307761109147401
744,0,0,0.638455186496822,0.00141341565729485,0.0071270341530287,0.145363816126932,0,0.0631177545083949,0,0,0.024681585539359,0.000973723090041448,0.00961442641687711,0.109253058011251
745,0.0019361610856332,0.00100338197661105,0.20859518867354,0.0324993792123046,0.146416527599094,0.323072062980255,0,0.0940715180372702,0,0,0.080234692438874,0.0150834852294732,0.0114814232278709,0.0856061795390742
746,0.0539471407145936,0.00368588881071449,0.139375073926836,0.0814003179020946,0.0921854498824781,0.264260907591562,0,0.0370220980018053,0,0,0.0661197784467602,0.0312682871923994,0.00916892633669924,0.221566131194057
747,0.0456636866965961,0.00249547982190337,0.117144692531721,0.0527053161804304,0.145759441994001,0.215019090846409,0,0.0461010855560451,0.0214476690748764,0,0.0654732220472771,0.00802196149582684,0.0145072977772749,0.265661055977639
748,0.0643249803376282,0.011802200063795,0.289318050192716,0.00312760261545819,0.033155786685624,0.212548220991716,0,0.0849932806960906,0.00931516108135541,0,0.071315102018894,0.00544474829953499,0.00450656905305926,0.210148297964128
749,0.00389188211746072,0,0.113748975087537,0.128725607136463,0.0788136890810562,0.376444849969988,0.000668680004900784,0.0488601359120589,0.0353229821050741,0,0.00941471935349776,0.00681641187650441,0.0087479781934254,0.188544089162034
750,0.00120904218339064,0,0.0707672729187818,0.121301577862661,0.12825561121321,0.339103083254246,0.00178612560895921,0.0973023488101946,0,0.000972301897788994,0.0374415113671865,0.0139785123275039,0.00185227177104072,0.186030340785036
751,0.0286349478091108,0.00356268516365556,0.150880703600881,0.149651158144358,0.0504918923080724,0.227734394289955,0,0.0545384693028987,0.0137933905753947,0,0.136863365040365,0.0264918630638727,0.0394312900912369,0.1179258406102
752,0.034687875788445,0,0.0502645890692849,0.0657043603095751,0.0100887291840662,0.315406168663932,0,0.0124832530132987,0,0,0.100768024433902,0.0166745546611671,0,0.393922444876329
753,0.00165178601608384,0.000371460538125518,0.287601021996123,0.0209891190850152,0.0218865973820515,0.338299677110372,0,0.00338274044219135,0,0,0.0271824918785266,0.00296550885771849,0,0.295669596693793
754,0,0.0048202626844211,0.0753306803186054,0.053690158220167,0.0588484583218783,0.0791707110946083,0,0.0199714806517997,0,0,0.12978807821334,0.0223836463070128,0,0.555996524188168
755,0.00025183280355538,0.00470623345077823,0.0252601136715869,0.00297929723470142,0.0142036327208474,0.212785408925941,0,0.000432088494881869,0,0,0.0194846484797934,0,0,0.719896744217915
756,0.0254026013134025,0.0482750976430152,0.154539534129421,0.0341353187982757,0.0788909450991955,0.259033517246132,0,0.0158007650166742,0.0163325169007667,0,0.0267775122529033,0.0145571586906607,0,0.326255032909553
757,0,0.00382592152924118,0.419682401290324,0.00606779644075775,0.00204244853676426,0.23306378434724,0,0.0215229633992783,0,0,0.021072197275931,0.00341808816988761,0,0.289304399010575
758,0.0117903356095803,0.0776582462832121,0.297149725025119,0.0206078584260137,0.0436543111688261,0.188320736202295,0,0.00607940892712553,0,0,0.0488815671668707,0.0164742598469021,0,0.289383551344055
759,0.0772421499007964,0.0105430470995111,0.199291525252549,0.0494690062533307,0.110429574037065,0.286481374215781,0,0.0195718304119669,0,0,0.155840531708873,0.0692127886091309,4.89627817898377e-05,0.0218692097292059
760,0.0222466984425477,0.0207825427022975,0.623594398174715,0.00368504643881599,0.0214130189921583,0.0843066184879329,0,0.00755305430755101,0.0312638483672134,0.0147014865842885,0.0506386849582742,0.0152308023001808,0,0.104583800244024
761,0.0525136717401168,0.014607791477814,0.331825529403003,0.116329005393443,0.0464597843315372,0.10392223211678,0.00062831166977711,0.0858254976630967,0.00647670150677388,0.000765083600409448,0.0218172687074601,0.00176078706863624,0.0181637408066895,0.198904594514464
762,0.00820686188227971,0.0127690011069277,0.0307208468148016,0.256085833719105,0.0627620023073361,0.369153124938228,0.0011981529422434,0.00373410615366764,0.0328315992883969,0.00358445742923925,0.0639030465791534,0.0180238687445492,0.0223094741716949,0.114717623922378
763,0.00195987697679834,0.0199849093065524,0.373030433042512,0.229483725832525,0.0497694928566327,0.104727019750691,0.00985001191263617,0.00377491482360215,0,0.0255390117149536,0.0663635266643548,0.0382204982484846,0,0.0772965788702574
764,0.0129162309743459,0.0271902231133308,0.119715414545208,0.098502452935034,0.126934019504996,0.290209371600522,0.00854074104506181,0.00867906371680661,0,0.047573722884876,0.102531359486343,0.0460674227074932,0.0328217945795471,0.0783181829064354
765,0,0.00818497503493826,0.304337199160079,0.116879309524577,0.0190891229106457,0.23844788464086,0.00112832748628262,0.013384538394081,0,0.0202905772298474,0.0329727951882941,0.00486787081850711,0,0.240417399611888
766,0,0.00364482370159166,0.656160881382295,0.0174270930631304,0.00849463801919429,0.202304583128043,0,0.0231251836880641,0.0132710523290002,0.0091232192119075,0.0206550693646267,0.0143891066885362,0.000734985178043169,0.0306693642455682
767,0.000747642298710107,0.0239723166489967,0.200190186982056,0.0558949642966093,0.0261151417291944,0.185916880607022,0.000869464073957573,0.0105017653550244,0.0201026089715804,0,0.0162065312293343,0.0204705803982264,0,0.439011917409288
768,0,0.0583931857173581,0.608887291085972,0.0157820610408231,0.0274848271918262,0.0507832656889055,0,0.00348443462153707,0.00222341030053006,0,0.0209714294621907,0.0216486204387532,0,0.190341474452104
769,0,0.0991863862649494,0.512004371061892,0.000892132103630704,0.0302371439154616,0.0100375438872391,0,0.000855470985902217,0.00438514014348421,0.00059050827295074,0.0368552526554081,0.0628446633017882,0,0.242111387407294
770,0,0.0127791789776972,0.851336482379696,0.00417949423951475,0.00532528074189558,0.0297335005207565,0,0.00316573946493357,0,0,0.00433398891127593,0.0106856817531787,0,0.0784606530110514
771,0,0.0426094815270228,0.760085096901212,0,0.0592219205495168,0.0184135803466717,0,0,0.0251480592598404,0,0.00372732401155929,0.0660380534634254,0,0.0247564839407514
772,0,0,0.449396906249027,0,0,0.0620386175635397,0,0.225641143839224,0,0,0,0.0089934028828341,0,0.253929929465376
773,0,0,0.2552004142892,0,0.0152191925662956,0.228689750102734,0,0.191489365420774,0,0,0.0020611152498227,0.0100046123320122,0,0.297335550039162
774,0,0,0.353269966213531,0,0.0106379989679153,0.212075444937643,0,0.181430388771898,0,0,0.000148778345444165,0,0,0.242437422763569
775,0,0.00531729193714833,0.20197039467397,0.0996903707171105,0.00675408997395996,0.0611973804105886,0,0.0782117764910737,0.0359917016000559,0,0.157269099152767,0.0210200610570969,0.00180159630276007,0.330776237683469
776,0,0.00321860537680685,0.10258067849511,0.0039123590836073,0.00406349423141555,0.0626048764832121,0,0.551831285272694,0,0,0.0364901308960891,0.00246838447092213,0,0.232830185690142
777,0,0,0.0965200873882386,0,0,0.0839575631996244,0,0.472306078355823,0,0,0,0.00377857391396148,0,0.343437697142352
778,0,0,0.42389839980573,0,0,0.252814929077839,0.000736402216477267,0.13134280665358,0.0451852241949582,0,0.00304978580524725,0,0,0.142972452246168
779,0.00531649429436061,0,0.27877315105961,0.0125223891383416,0.0346999316690247,0.254794494274244,0,0.0472204210246447,0.0237146595255342,0,0.0517594619003229,0.0561455042898069,0.0232888616167672,0.211764631207343
780,0.0608792491703694,0,0.273439226121552,0,0.00650791387997633,0.42008703377748,0,0.00770688197292965,0,0,0.0580751118814807,0.00313245009768891,0,0.170172133098523
781,0.00622636059741407,0,0.456323333424329,0.00044305699869856,0.0846745937044322,0.196022852548109,0,0.0283487253297591,0.00181823097127834,0,0.0543713245538755,0.0616322959848329,0.0048070857661368,0.105332140121135
782,0.0118613391231386,0.000795222869092833,0.241974848494875,0.0342848477777736,0.0415404901712622,0.321343601310138,0.000672197828425255,0.0790020365194738,0,0,0.0500992388295483,0.00301501614123883,0,0.215411160935034
783,0,0,0.206882124721286,0.0358963783128009,0,0.374776943769362,0,0.0421812710753574,0,0,0.0535088986142292,0.00020171815542478,0,0.28655266535154
784,0,0,0.510405081591189,0.0195049211150563,0,0.244655671458471,0,0.0545704334944386,0.0224619806717641,0,0.00897733599931144,0.0163372075863888,0,0.123087368083381
785,0,0,0.197668261011439,0,0,0.346224995515624,0,0.0608321582487437,0,0,0.0412026055999516,0.00342938029556431,0,0.350642599328677
786,0.013378316134465,0,0.162726396275041,0.00409849963656118,0.00274339842936253,0.3914032907976,0,0.0671550095750844,0,0,0.0721776073893804,0.00685362710497467,0,0.279463854657531
787,0,0.0314871441448017,0.123033184147916,0.0125040573094248,0,0.234846727525399,0,0.100198530146175,0,0,0.0811936917248458,0.0306747252571639,0,0.386061939744273
788,0,0.000210746825603581,0.169158715434233,0,0.0037981507699559,0.340435652393452,0,0.0759150721511687,0,0,0.0622518313193736,0.00996594453925411,0,0.338263886566959
789,0.00461403079089429,0.000106325292839676,0.14202282363876,0.0054984112842999,0.02172553749563,0.259077679936252,0,0.0101897146114523,0,0,0.0509341237579074,0.00455414241048567,0,0.501277210781479
790,0.000527384096935516,0.000615749845398293,0.293315433237256,0.0920697555630923,0.0109308880325125,0.270769645904291,0,0.00249372024241234,0,0,0.0153418136058294,0.00469857881414789,0,0.309237030658126
791,0.000863940638039352,0.00497144691286694,0.28469532028415,0.00355722852096024,0.020675978464943,0.217812197637753,0,0.00390706713902744,0,0,0.0164957775560849,0.00542310179482284,0.00167247597386913,0.439925465077484
792,0.0366782874620439,0.00745746055073686,0.444540547229763,0.0274127331895592,0.0966335634064092,0.0706770994656867,0,0.00248740524331416,0.0153151080772453,0,0.0902784574895017,0.041128742963262,0.00759568291375357,0.159794912008725
793,0.0623802315916183,0.00317146019352571,0.161165621334883,0.0592942646060347,0.0707058294355382,0.379537896277018,0,0.0160332282777768,0.0146910820959808,0,0.170799047876615,0.019078635040913,0.00485077658363199,0.0382919266864647
794,0.0488189998145685,0.0174488945834,0.174580599297013,0.06856641976157,0.0568337153820448,0.363904679555495,0.00166082151920853,0.00668963200324856,0,0,0.0554681227624849,0.0375764365099992,0.000816346869361142,0.167635331941606
795,0.0209343411306022,0.0174102690021744,0.338355538275514,0.0109058664867823,0.0903724494793652,0.272189860491057,0.00189618180095333,0.00135653132105492,0,0,0.0872697776297274,0.0699916837402888,0,0.0893175006424809
796,0.0215625982004871,0.0139790720581928,0.537472251766038,0.0714201785755954,0.0196223227726168,0.145964560382309,0.00163002291509139,0.00181313366220408,0.0446606419554981,0.00114389427082682,0.0909537230530631,0.0143158007689,0.000871845530765428,0.0345899540884119
797,0.0674214372635742,0.0124270455602464,0.00554499924114361,0.327248435063844,0.0476204016722675,0.209949799125071,0.010226212901853,0,0,0.00334715483340518,0.0862718687292427,0.0281509130428771,0.0671796217137086,0.134612110852767
798,0.0254804967538357,0.0207815392044985,0.105315052079748,0.11672560072082,0.0778662107213352,0.183236925377455,0.00488313603543086,0.00057193491494775,0.0131669546998161,0.0397062865642322,0.124284444132019,0.0506632516169237,0.0137821474280201,0.223536019750918
799,0.0148046597508374,0.063904235660183,0.0290933547533425,0.265297246861271,0.0838482413557415,0.179834511117524,0.0387263539622434,0.000302268455579811,0.0113034640428552,0.0185339516613287,0.080192136397591,0.054976931642709,0.0608465229688967,0.0983361213698969
800,0.00980259558882953,0.00049581323425376,0.0148212967444098,0.291368528193655,0.0391757480649474,0.133320891730512,0.0156674755645305,3.09337954208879e-05,0,0.443604664621157,0.0143786020120646,0.0170098871235235,0.0112730402235587,0.00905052310313769
801,0.00104665227946703,0.00220532688134688,0.217042890780232,0.116017715968111,0.0424481871350894,0.0408005815020451,0.00112408446499834,0,0,0.442418141978024,0.0610850432684778,0.0217085015219045,0.000352627262570252,0.0537502469577336
802,0.00545655833282292,0.000297160049801731,0.0613582785761199,0.248170101085357,0.0352747639374441,0.116640451561565,0.0181126304653061,0.0107583541285197,0.00145302740663156,0.406972176149107,0.0421436972791682,0.0101841201285563,0.0246701888386478,0.0185084920609526
803,0,0.00518376891454601,0.628304127103746,0.0127991638980155,0.0110868598180618,0.166759926027009,0.00406542620293773,0.0069370068728607,0.0240359699803371,0.023824852898582,0.0623469906511615,0.00920900481646409,0,0.0454469028162793
804,0,0.00163044247892172,0.880471964164074,6.05188487422928e-08,0.00639628207258623,0.0562058902514865,0,0.00100985489184863,0.0189564644900405,0,0.0085790262003918,0.000385485674703428,0,0.0263645292570986
805,0,0.00150423829055777,0.853090903402633,0.00773474764834715,0.0132757172718179,0.0315640922653244,0,0,0.0450344819260176,0,0.0179866058734894,0.0059738268550175,0,0.0238353864667952
806,0.000421166599661341,0.00200082091080682,0.676505580856362,0.00767213566704015,0.0236149967256015,0.147958999305359,0,0.0127331821743825,0.0352620218538066,0,0.0208401632229614,0.0409315846219533,0,0.0320593480620654
807,0.00482665300045757,0.0281429382982682,0.0437130290846326,0.0115647424479438,0.0557999129733457,0.0637994258063853,0,0.0594605102069129,0.0387116273217657,0,0.115631884657745,0.0449228071005277,0,0.533426469102016
808,0.0681909860172744,0.299755365822749,0,0,0.38798639502824,0.186543894809993,0,0,0.000549246241662099,0,0.00340575016772842,0.0535683619123532,0,0
809,0,0,0.000260137021251135,0,0,0.00322490447370171,0,0.181665399423029,0,0,0,0,0,0.814849559082018
810,0,0,0,0,0,0.0189840751687936,0,0,0,0,0,0,0,0.981015924831206
811,0,0,0.27471820065087,0.00268095722741223,0.00362101926432909,0.060128152631155,0,0.360133719020071,0,0,0.0114565676693387,0.0236263517824773,0,0.263635031754346
812,0,0,0.455978245412705,0,0.00275121861184464,0.181651210098439,0,0.202256297452912,0,0,0.00274064907102222,0.0198961972884544,0,0.134726182064623
813,0,0,0.0971321465387559,0.00244486677807371,0.000168733700432663,0.110547232755729,0,0.280395169794156,0,0,0.00735649603612054,0.00554898242620482,0,0.496406371970527
814,0,0,0.139077940219832,0.0258032839091648,0.00036208382000427,0.220494819740171,0,0.284776527755427,0,0,0.0210141475240831,0.00279346012606842,0,0.305677736905249
815,0,0,0.24425160187725,0.00829942591470984,0,0.163956573370168,0,0.37953519810494,0,0,0.0234930258607198,0.000963160369963438,0,0.17950101450225
816,0,0,0.250338985965125,0,0,0.133366688938181,0,0.22405351518441,0,0,0,0.00648097722705333,0,0.38575983268523
817,0.0341147163993859,0,0.169982936415918,0.000216263899509257,0.0184005911743942,0.3348271183549,0,0.0475007300101853,0,0,0.170742072540863,0.0037627093772384,0,0.220452861827606
818,0.0534088640570577,0.0034276662983315,0.125164357289414,0,0.0123711199606488,0.431530668721199,0,0.0564832909660869,0.0186671670386053,0,0.0898372202511973,0.0021039525279837,0,0.207005692889476
819,0,0,0.403249994578138,0.00562959798784728,0,0.252204712873397,0,0.0146785927625109,0.0131357286383103,0,0.0279335238533205,0.000560018179110735,0,0.282607831127365
820,0,0,0.562619635010534,0.000794356569092793,0.0207539543304763,0.159862912340781,0,0.011545795361354,0.00653458667925845,0,0,0.115040741144065,0,0.122848018564438
821,0,0.000265557253151356,0.388913127591502,0.0135159502942988,0.00771124887300024,0.381126052889049,0,0.0161936594834161,0,0,0.0720427589315804,0.0257620593103994,0,0.0944695853736032
822,0,0.000403480520481544,0.330039593997945,0.0210785323823152,0.000214242856754823,0.256360185463976,0,0.0216932963835582,0.0253526952420596,0,0.0593863565918983,0.00652845554624653,0,0.278943161014764
823,0.0013771625731001,0.00897354870554301,0.597103002191853,0,0.0157717683431153,0.0982521924856955,0,0.00642313463845304,0.079817514693807,0,0.0955337811964438,0.00433904288527168,0,0.0924088522867173
824,0,0.000175928728761303,0.0718687777815864,0.0041412686986056,0,0.373504689092003,0,0.0558686086490829,0,0,0.00700541195466547,0.116153978823343,0,0.371281336271952
825,0,0,0.0794714903439497,0.0150280585777328,0,0.119398708416625,0,0.0633869774010788,0,0,0.0175314628800482,0.00487892546486811,0,0.700304376915698
826,0,0,0.212202694393345,0.00317060317096015,0.0122657412281797,0.300538507564061,0,0.0969665361424236,0,0,0.0302094127252143,0.0108646866136991,0,0.333781818162117
827,0,0,0.726766281653894,0.0014476065725948,0,0.112740982195888,0,0.0422097849089992,0,0,0.0193756089988661,0.00151363524892985,0,0.0959461004208283
828,0.00124601017013835,0,0.769398727116873,0,0.0199850415329385,0.0378412321468123,0,0.00114213146336558,0.0446661406305796,0,0.0398441988745818,0.00676746561889331,0,0.0791090524458175
829,0.0237828584895928,0.0182088840077968,0.207372117798907,0.000977240339166802,0.0523932392564201,0.347523431209306,0,0.00950477632439233,0,0,0.182498162548275,0.0416242140012227,0.0316658567647364,0.084449219260183
830,0.0416535797855063,0.00656324411597072,0.141831922444185,0.0278421395250293,0.154069120763493,0.310483135793336,0.000301571634230871,0.00351481485599589,0.000733797215315934,0.00121308646172511,0.123890918946304,0.0742834664237829,0.0264176342022688,0.0872015678328561
831,0.00625979182952234,0.00482081811092286,0.509323129204989,0.0889929253318845,0.0561479473083256,0.103372420769934,0.00272228952488536,0.00179842173883253,0.00439636147879089,0,0.108027499281968,0.0249176493518058,0.0456059127213968,0.0436148333467433
832,0.00180331184711353,0.00104621476371276,0.510097739855833,0.0762110662876851,0.0309130581096669,0.11951244979866,0.000445043032850638,0.00610237370463624,0.00309903948641671,0.0480922173689168,0.133311240032772,0.0115266115139903,0.00538321749851349,0.0524564166992326
833,0.0062414879448444,0.00782268834912586,0.13828402572565,0.0298123078168872,0.0406294796777822,0.346924317393626,0.00840250676519252,0.0227359720729622,0,0.129023140687196,0.0585570069764602,0.0633802735003141,0.00362840359082145,0.144558389499138
834,0.00159317478804658,0.00704399106025525,0.456214210364397,0.0214816658652391,0.0602648900839074,0.181653822485796,0.00140756710111365,0.00632387426107461,0,0.139732271977135,0.0372797574318172,0.0215747833722542,0,0.0654299912089635
835,0.00428148269119472,0.107610889125575,0.523559250085753,0.0731327932017754,0.0232429833406957,0.148551510720283,0.00531620193770939,0.00147142852509336,0,0.0229703582914189,0.0227448703588932,0.0152514571662101,0.00694399212783972,0.0449227824275586
836,0.0560008483505451,0.00109198770706622,0.00336349037508906,0.2680965504493,0.0231005933730048,0.0655190556668958,0.141344338969636,0.00162883607510917,0,0.304927457176492,0.0159725592617498,0.0192243748275819,0.0222870506703307,0.0774428570971999
837,0.000856952088410431,0.235584249631897,0.000421265109710725,0.112765755605571,0.0823460891789112,0.0885410172450157,0.0602431737914611,0,0,0.195428016925061,0.0492509528576659,0.109798685468925,0.0254938853381825,0.0392699567591887
838,0.0138672861445699,0.0366057679502614,0.0279419582294928,0.0457642367122743,0.146034340372396,0.300339665878266,0.0383894338974115,0,0,0.32425267591054,0.0091211804267709,0.0257815842530365,0,0.031901870224981
839,0.0198930810315013,0,0.00867990003408792,0.203509772235238,0.082031271425508,0.0729520574169702,0.0245299265834262,0,0,0.478813792783546,0.0485889022048572,0.0246478713162447,0.0363534249686204,0
840,0.00730555948936307,0.00190346337612884,0.022025235106534,0.185657572680157,0.0138282199511771,0.044000019655033,0.0194106601360101,0.00254302911891716,0,0.63195900982377,0.037022687212963,0.00780305931283421,0.00944330643823162,0.0170981776988808
841,0,0,0.0168910027763453,0.393585149086752,0,0.0526059352663538,0.00982232228046529,0.00146574885765686,0,0.450487276908851,0.0200631888377578,0.0248025611821869,0,0.0302768148036312
842,0.00336511035559588,0.00958948300332053,0.246585212149243,0.212955700952736,0.0503525333406174,0.0914300172677419,0.0179940859449414,0,0.0220811590884111,0.281039911008535,0.0336416154075368,0.0208446087423537,0,0.0101205627389678
843,2.04476710251807e-05,0.00486292908400254,0.396133727014094,0.0911386788302318,0.0283623446666413,0.0861063216865199,0.00905661130805201,4.01609183789593e-05,0.00438914245186187,0.188443624144245,0.105545519445351,0.0294214181019345,4.77112323920884e-05,0.0564313634452689
844,0.00320519532162367,0.0429837052586619,0.477691574610144,0.0929375895121274,0.0272291276443517,0.146730377520751,0,0,0.0076325298357194,0.0478695713134104,0.116468809621381,0.0223599412130734,0,0.0148915781487562
845,0.0123935769731462,0.000498387428479295,0.337746837722803,0.322166951345349,0.00643707432225001,0.143233072764471,0,0.00849546692956201,0.0417030004121087,0.00131570091705031,0.0623519154448855,0.0127870265381306,0.00191999177560931,0.0489509974261552
846,0.00451893047285226,0.000726816366375268,0.478823120807912,0.0132488416955502,0.00473528798588912,0.0742709167095391,0,0.108528215581355,0.0758347065884355,0.00208177206369507,0.0199523245300049,0.019706317402581,0.000274047074729154,0.197298702721081
847,0.0304194859900186,0.176273163535724,0,0.00212456663579384,0.0921812461088738,0.0553307377599305,0,0,0.0441686221855371,0,0.0906817252269544,0.128354641368403,0.224441907752029,0.156023903436735
848,0,1.25665937132562e-05,0,0.127837067583452,0,0.305243697415298,0.00613214023038807,0.0158028598732547,0,0.0367831095880186,0,0.00678879302085469,0,0.501399765695021
849,0.0137771874368429,0.0088639518815508,0.0372132916037638,0.11008974157294,0.00065643926932358,0.222589579701896,0,0.202783202523332,0,0,0.00824510411899514,0.00569356630490964,0.0548953463882844,0.335192589198162
850,0,0.00646718851339202,0.0148395439103796,0.0942229523145181,0.0145842580512438,0.109198324679689,0.0114898803837184,0.0536111509141253,0,0,0,0.00101881643727146,0,0.694567884795662
851,0,0.000234355983423633,0.0713198497840042,0.00507102639324922,0.0118492726186758,0.138883004394944,0.000356167994947693,0.475616978246694,0,0,0.00792815412851234,0.00540143162814879,0,0.2833397588274
852,0.000515252572799157,0,0.0264413809982843,0.0254160152142112,0.00961751660991376,0.159809201358061,0,0.464701852563592,0,0,0.0776366907262871,0.0246688473487263,0,0.211193242608125
853,0.0216097500263119,0,0.209709667421393,0.0342004160933442,0.0455076000874551,0.187136875635082,0,0.197349065574627,0,0,0.000483545689831267,0.0011860404378106,0,0.302817039034144
854,0.0477998675798512,0.00200758978773719,0.0568287984371422,0.016830535033505,0.0646071143441081,0.170459750306259,0,0.177609202060507,0.0329793341103433,0,0.0911317685846005,0.00815804765916263,0.0090786180946416,0.322509374002142
855,0.00366456928943199,0,0.059247965691794,0.0041700637334227,0.0108089132702354,0.0848148137793766,0,0.262251096005021,0,0,0.006719184073799,0,0,0.568323394156919
856,0.00142007484596257,0,0.10221532804492,0.0319979028551484,0.00393655520970141,0.163305253971305,0,0.42521987225478,0,0,0.00343182108451715,0.00283553367966555,0,0.265637658054
857,0,0.0817301873404172,0.0880231293524045,0.00616420159623494,0.0154166525385326,0.0635144444487826,0,0.394006532741355,0,0,0.0126750364694589,0.00455514165531133,0,0.333914673857503
858,0,0.0079532118771653,0.126133659418707,0.00217108098885818,0.00884296091462983,0.10900798175302,0,0.395691408648513,0.00784236966165271,0,0.00259691775676251,0.00111661699877108,0,0.33864379198192
859,0,0.0244852621817373,0.132471538093769,0.0144005776285534,0.0276946269450861,0.170185156330982,0,0.44916233600133,0,0,0.000445201406172024,0.00809864638989855,0,0.173056655022471
860,0,0.00132413024791796,0.0530199306944507,0.0473821626687603,0.00651562220886001,0.0851217346094331,0,0.511361595546857,0,0,0.0259963613688673,0.00562580928353097,0,0.263652653371322
861,0,0.000389405773169024,0.378201747638186,0.00620005254349784,0.00843289939878063,0.220107317587946,0,0.0767651415637007,0.0114666366141489,0,0.0352505687143317,0,0,0.26318623016624
862,0.0267288957384033,0.00455553280015448,0.46811355495898,0.0165193592897474,0.0472526540322359,0.282682087767893,0,0,0.0109098453797274,0,0.0304943663686421,0.0524390111169693,0.0126205386568717,0.0476841538903762
863,0.0232869388457941,0.00619761225941937,0.0667046448880583,0.00863918312046117,0.0427972951356636,0.415225218113904,0,0.0464473295356992,0,0,0.0704693905126366,0.0118883058378553,0.00323000350584188,0.305114078244667
